x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007
4.879876458,-12.58862047,4.879876458,-12.64142756,4.879876458,-12.58692688,4.879876458,-12.67332851,4.879876458,-12.59575939,4.879876458,-12.67312321,4.879876458,-12.68816365,4.879876458,-12.63794515,
4.880051189,-12.60318899,4.880051189,-12.59170968,4.880051189,-12.64351575,4.880051189,-12.67171366,4.880051189,-12.60236846,4.880051189,-12.59710213,4.880051189,-12.61992966,4.880051189,-12.62169123,
4.88022585,-12.52283559,4.88022585,-12.64289373,4.88022585,-12.64529856,4.88022585,-12.69258061,4.88022585,-12.60661517,4.88022585,-12.63172615,4.88022585,-12.61335698,4.88022585,-12.57712311,
4.880400441,-12.48397663,4.880400441,-12.69099349,4.880400441,-12.57179029,4.880400441,-12.65414249,4.880400441,-12.55145148,4.880400441,-12.62440884,4.880400441,-12.58995404,4.880400441,-12.59355322,
4.880574962,-12.50804228,4.880574962,-12.56890756,4.880574962,-12.59498631,4.880574962,-12.68516759,4.880574962,-12.61260482,4.880574962,-12.6068119,4.880574962,-12.64337819,4.880574962,-12.63870052,
4.880749412,-12.11538873,4.880749412,-12.59429544,4.880749412,-12.61840857,4.880749412,-12.69927351,4.880749412,-12.56046434,4.880749412,-12.60131111,4.880749412,-12.63926083,4.880749412,-12.60975161,
4.880923793,-12.09085526,4.880923793,-12.72845217,4.880923793,-12.61056823,4.880923793,-12.60047221,4.880923793,-12.58885731,4.880923793,-12.64018095,4.880923793,-12.65454109,4.880923793,-12.54292719,
4.881098103,-12.57465985,4.881098103,-12.6664422,4.881098103,-12.72084692,4.881098103,-12.62242446,4.881098103,-12.62889368,4.881098103,-12.63011593,4.881098103,-12.69875127,4.881098103,-12.62035852,
4.881272344,-12.66262493,4.881272344,-12.56945985,4.881272344,-12.73800933,4.881272344,-12.63355133,4.881272344,-12.61338593,4.881272344,-12.55483287,4.881272344,-12.72324432,4.881272344,-12.74391395,
4.881446514,-12.6743468,4.881446514,-12.60375095,4.881446514,-12.62949353,4.881446514,-12.70468396,4.881446514,-12.58831685,4.881446514,-12.55828542,4.881446514,-12.7440014,4.881446514,-12.65923406,
4.881620615,-12.6210637,4.881620615,-12.65446713,4.881620615,-12.62881491,4.881620615,-12.69100173,4.881620615,-12.61555339,4.881620615,-12.64288263,4.881620615,-12.63428689,4.881620615,-12.65449868,
4.881794646,-12.55167285,4.881794646,-12.64954779,4.881794646,-12.67410934,4.881794646,-12.69407137,4.881794646,-12.68391193,4.881794646,-12.6115758,4.881794646,-12.52855706,4.881794646,-12.63161236,
4.881968607,-12.50478518,4.881968607,-12.56154602,4.881968607,-12.62780303,4.881968607,-12.66763013,4.881968607,-12.6122325,4.881968607,-12.60966409,4.881968607,-12.63784615,4.881968607,-12.6153583,
4.882142499,-12.53077003,4.882142499,-12.55351706,4.882142499,-12.57300786,4.882142499,-12.69168047,4.882142499,-12.5266727,4.882142499,-12.6422804,4.882142499,-12.69992535,4.882142499,-12.63357597,
4.882316321,-12.5008768,4.882316321,-12.61018691,4.882316321,-12.54795866,4.882316321,-12.76770493,4.882316321,-12.52987476,4.882316321,-12.60415157,4.882316321,-12.74491063,4.882316321,-12.66620742,
4.882490074,-12.5654851,4.882490074,-12.63902159,4.882490074,-12.56972579,4.882490074,-12.75570698,4.882490074,-12.58045098,4.882490074,-12.62185058,4.882490074,-12.75409658,4.882490074,-12.68382633,
4.882663757,-12.58339624,4.882663757,-12.65798678,4.882663757,-12.56950296,4.882663757,-12.6717546,4.882663757,-12.58873157,4.882663757,-12.64497673,4.882663757,-12.61122453,4.882663757,-12.63616434,
4.88283737,-12.62391638,4.88283737,-12.61453561,4.88283737,-12.65238526,4.88283737,-12.63188678,4.88283737,-12.61688525,4.88283737,-12.67582765,4.88283737,-12.58283544,4.88283737,-12.65101237,
4.883010915,-12.60649925,4.883010915,-12.57894509,4.883010915,-12.63927264,4.883010915,-12.57500265,4.883010915,-12.71544951,4.883010915,-12.59566888,4.883010915,-12.62729579,4.883010915,-12.56301262,
4.88318439,-12.53273701,4.88318439,-12.55433651,4.88318439,-12.63216245,4.88318439,-12.55403152,4.88318439,-12.64005665,4.88318439,-12.51247349,4.88318439,-12.64975062,4.88318439,-12.58515486,
4.883357795,-12.52964401,4.883357795,-12.53620745,4.883357795,-12.63198806,4.883357795,-12.621574,4.883357795,-12.62173931,4.883357795,-12.4561204,4.883357795,-12.66330714,4.883357795,-12.60661913,
4.883531132,-12.59408521,4.883531132,-12.58854942,4.883531132,-12.63306225,4.883531132,-12.62027119,4.883531132,-12.63908765,4.883531132,-12.52973636,4.883531132,-12.69510705,4.883531132,-12.60664815,
4.883704399,-12.59167706,4.883704399,-12.6151294,4.883704399,-12.61076609,4.883704399,-12.6591043,4.883704399,-12.60725429,4.883704399,-12.57513613,4.883704399,-12.62220844,4.883704399,-12.63085404,
4.883877597,-12.48890878,4.883877597,-12.58754008,4.883877597,-12.58610712,4.883877597,-12.64720766,4.883877597,-12.56036438,4.883877597,-12.62113792,4.883877597,-12.68015385,4.883877597,-12.54991274,
4.884050726,-12.50312322,4.884050726,-12.64366635,4.884050726,-12.60501227,4.884050726,-12.63906167,4.884050726,-12.62402967,4.884050726,-12.67552999,4.884050726,-12.68307732,4.884050726,-12.59620519,
4.884223787,-12.52594287,4.884223787,-12.69368496,4.884223787,-12.4969394,4.884223787,-12.72198075,4.884223787,-12.54735873,4.884223787,-12.70225457,4.884223787,-12.68986052,4.884223787,-12.5613237,
4.884396778,-12.60636042,4.884396778,-12.64286386,4.884396778,-12.48431726,4.884396778,-12.69666004,4.884396778,-12.52503719,4.884396778,-12.5878719,4.884396778,-12.6628427,4.884396778,-12.54424544,
4.8845697,-12.53367936,4.8845697,-12.63604221,4.8845697,-12.60614776,4.8845697,-12.70492403,4.8845697,-12.54742541,4.8845697,-12.60598781,4.8845697,-12.65983642,4.8845697,-12.54328318,
4.884742554,-12.57097102,4.884742554,-12.62562857,4.884742554,-12.60051723,4.884742554,-12.6576992,4.884742554,-12.59701368,4.884742554,-12.5869656,4.884742554,-12.69942811,4.884742554,-12.60688352,
4.884915338,-12.67064291,4.884915338,-12.651554,4.884915338,-12.64944596,4.884915338,-12.68230801,4.884915338,-12.65371479,4.884915338,-12.57954374,4.884915338,-12.647701,4.884915338,-12.6895197,
4.885088054,-12.58536389,4.885088054,-12.65236302,4.885088054,-12.70565433,4.885088054,-12.68501551,4.885088054,-12.62075325,4.885088054,-12.63579525,4.885088054,-12.57334992,4.885088054,-12.63169004,
4.885260702,-12.54074615,4.885260702,-12.63411743,4.885260702,-12.66623815,4.885260702,-12.67036049,4.885260702,-12.6353381,4.885260702,-12.69596029,4.885260702,-12.59230171,4.885260702,-12.57987672,
4.885433281,-12.5743258,4.885433281,-12.63349901,4.885433281,-12.57590355,4.885433281,-12.65192878,4.885433281,-12.62337432,4.885433281,-12.61323819,4.885433281,-12.61989431,4.885433281,-12.61534899,
4.885605791,-12.59429152,4.885605791,-12.66726084,4.885605791,-12.53673042,4.885605791,-12.69460062,4.885605791,-12.53562378,4.885605791,-12.64107124,4.885605791,-12.61699894,4.885605791,-12.64609363,
4.885778233,-12.51138918,4.885778233,-12.56021841,4.885778233,-12.55844259,4.885778233,-12.67507321,4.885778233,-12.51967145,4.885778233,-12.60481128,4.885778233,-12.61469715,4.885778233,-12.6567625,
4.885950606,-12.48357957,4.885950606,-12.54067825,4.885950606,-12.62724944,4.885950606,-12.63822377,4.885950606,-12.50121901,4.885950606,-12.58513923,4.885950606,-12.68265145,4.885950606,-12.65584423,
4.886122911,-12.52680523,4.886122911,-12.60131301,4.886122911,-12.59516768,4.886122911,-12.60951015,4.886122911,-12.57612965,4.886122911,-12.64356588,4.886122911,-12.70593321,4.886122911,-12.55298904,
4.886295147,-12.55171633,4.886295147,-12.62794674,4.886295147,-12.66698294,4.886295147,-12.59323501,4.886295147,-12.61117479,4.886295147,-12.59026068,4.886295147,-12.7047,4.886295147,-12.56825793,
4.886467316,-12.65788933,4.886467316,-12.69848733,4.886467316,-12.67121002,4.886467316,-12.69507808,4.886467316,-12.61138619,4.886467316,-12.61999344,4.886467316,-12.68595574,4.886467316,-12.61877183,
4.886639416,-12.59583142,4.886639416,-12.6612901,4.886639416,-12.68195541,4.886639416,-12.7046237,4.886639416,-12.58836726,4.886639416,-12.5629925,4.886639416,-12.61425483,4.886639416,-12.54976114,
4.886811447,-12.62934935,4.886811447,-12.58304672,4.886811447,-12.63727134,4.886811447,-12.70418905,4.886811447,-12.54003274,4.886811447,-12.62811035,4.886811447,-12.67766227,4.886811447,-12.59152684,
4.886983411,-12.55204362,4.886983411,-12.58959389,4.886983411,-12.67465408,4.886983411,-12.72540292,4.886983411,-12.54387676,4.886983411,-12.71489041,4.886983411,-12.69926893,4.886983411,-12.69704911,
4.887155307,-12.55151581,4.887155307,-12.70216613,4.887155307,-12.61213568,4.887155307,-12.76358448,4.887155307,-12.66737532,4.887155307,-12.68996668,4.887155307,-12.69325984,4.887155307,-12.63241236,
4.887327135,-12.56911797,4.887327135,-12.60947527,4.887327135,-12.62238734,4.887327135,-12.71552398,4.887327135,-12.71706698,4.887327135,-12.69967495,4.887327135,-12.76108811,4.887327135,-12.6568539,
4.887498894,-12.61420837,4.887498894,-12.54492307,4.887498894,-12.60424486,4.887498894,-12.72696053,4.887498894,-12.58176141,4.887498894,-12.61437591,4.887498894,-12.67555217,4.887498894,-12.64548013,
4.887670586,-12.63264526,4.887670586,-12.59917326,4.887670586,-12.65761365,4.887670586,-12.64937508,4.887670586,-12.56832231,4.887670586,-12.63047093,4.887670586,-12.64671046,4.887670586,-12.65095114,
4.88784221,-12.61153237,4.88784221,-12.67738877,4.88784221,-12.55946207,4.88784221,-12.63020682,4.88784221,-12.58025906,4.88784221,-12.64298899,4.88784221,-12.62014333,4.88784221,-12.66689701,
4.888013766,-12.61391598,4.888013766,-12.68712624,4.888013766,-12.56796312,4.888013766,-12.72317515,4.888013766,-12.54854693,4.888013766,-12.58977939,4.888013766,-12.58230924,4.888013766,-12.67085667,
4.888185255,-12.63947192,4.888185255,-12.71871791,4.888185255,-12.56780652,4.888185255,-12.68497308,4.888185255,-12.57153186,4.888185255,-12.67154963,4.888185255,-12.64715604,4.888185255,-12.63098385,
4.888356676,-12.63394465,4.888356676,-12.6639038,4.888356676,-12.525591,4.888356676,-12.68215358,4.888356676,-12.60944245,4.888356676,-12.671375,4.888356676,-12.69181985,4.888356676,-12.62296295,
4.888528029,-12.56990843,4.888528029,-12.58340587,4.888528029,-12.57898668,4.888528029,-12.64729987,4.888528029,-12.64720317,4.888528029,-12.62134887,4.888528029,-12.70013817,4.888528029,-12.61883743,
4.888699314,-12.48963608,4.888699314,-12.63568452,4.888699314,-12.56340859,4.888699314,-12.61378123,4.888699314,-12.62283212,4.888699314,-12.58162547,4.888699314,-12.65524854,4.888699314,-12.67824531,
4.888870532,-12.54288988,4.888870532,-12.63940957,4.888870532,-12.56514615,4.888870532,-12.68607608,4.888870532,-12.66497827,4.888870532,-12.62338309,4.888870532,-12.595452,4.888870532,-12.6873052,
4.889041683,-12.57628164,4.889041683,-12.63318966,4.889041683,-12.60843911,4.889041683,-12.67719945,4.889041683,-12.66486936,4.889041683,-12.60620255,4.889041683,-12.60569479,4.889041683,-12.72295769,
4.889212766,-12.59339079,4.889212766,-12.58808684,4.889212766,-12.67112029,4.889212766,-12.6573378,4.889212766,-12.59794559,4.889212766,-12.61005749,4.889212766,-12.64835636,4.889212766,-12.6532934,
4.889383782,-12.55661383,4.889383782,-12.59011015,4.889383782,-12.63787296,4.889383782,-12.68028334,4.889383782,-12.59884237,4.889383782,-12.62271698,4.889383782,-12.68379746,4.889383782,-12.65581941,
4.88955473,-12.58491843,4.88955473,-12.64404623,4.88955473,-12.63873906,4.88955473,-12.74628856,4.88955473,-12.64459206,4.88955473,-12.60075623,4.88955473,-12.66655595,4.88955473,-12.6090265,
4.889725611,-12.57602183,4.889725611,-12.66640345,4.889725611,-12.57125847,4.889725611,-12.72128271,4.889725611,-12.64202258,4.889725611,-12.58979541,4.889725611,-12.6670404,4.889725611,-12.58006198,
4.889896425,-12.56267207,4.889896425,-12.70704715,4.889896425,-12.63645602,4.889896425,-12.74291189,4.889896425,-12.58701264,4.889896425,-12.61652871,4.889896425,-12.61479671,4.889896425,-12.63100854,
4.890067172,-12.53660384,4.890067172,-12.6566822,4.890067172,-12.58953398,4.890067172,-12.67518508,4.890067172,-12.5577196,4.890067172,-12.68152638,4.890067172,-12.65295847,4.890067172,-12.64707245,
4.890237852,-12.58898242,4.890237852,-12.55741185,4.890237852,-12.57590585,4.890237852,-12.63347121,4.890237852,-12.61312325,4.890237852,-12.69790332,4.890237852,-12.59827493,4.890237852,-12.61974917,
4.890408464,-12.61191717,4.890408464,-12.57307048,4.890408464,-12.62895974,4.890408464,-12.67823802,4.890408464,-12.6346413,4.890408464,-12.62627151,4.890408464,-12.63446132,4.890408464,-12.57606562,
4.89057901,-12.55163597,4.89057901,-12.55145919,4.89057901,-12.65590708,4.89057901,-12.62330643,4.89057901,-12.65233596,4.89057901,-12.66297648,4.89057901,-12.59566509,4.89057901,-12.5810476,
4.890749489,-12.58937938,4.890749489,-12.59755424,4.890749489,-12.61049049,4.890749489,-12.66964056,4.890749489,-12.66600358,4.890749489,-12.66051452,4.890749489,-12.6454698,4.890749489,-12.57722187,
4.890919901,-12.56736567,4.890919901,-12.59379958,4.890919901,-12.611963,4.890919901,-12.68593585,4.890919901,-12.65619241,4.890919901,-12.60847801,4.890919901,-12.67990869,4.890919901,-12.63112981,
4.891090245,-12.53559975,4.891090245,-12.69405922,4.891090245,-12.62576745,4.891090245,-12.68597164,4.891090245,-12.64760016,4.891090245,-12.61356277,4.891090245,-12.69918681,4.891090245,-12.66481172,
4.891260524,-12.6259228,4.891260524,-12.69309122,4.891260524,-12.60188043,4.891260524,-12.66924729,4.891260524,-12.64329807,4.891260524,-12.54170592,4.891260524,-12.66637438,4.891260524,-12.66685562,
4.891430735,-12.58416265,4.891430735,-12.62903486,4.891430735,-12.61073766,4.891430735,-12.64968121,4.891430735,-12.61622266,4.891430735,-12.58282559,4.891430735,-12.67059367,4.891430735,-12.70363939,
4.89160088,-12.55573845,4.89160088,-12.6109365,4.89160088,-12.67144888,4.89160088,-12.66687385,4.89160088,-12.54780625,4.89160088,-12.68431056,4.89160088,-12.7202793,4.89160088,-12.72643747,
4.891770958,-12.62274896,4.891770958,-12.57090711,4.891770958,-12.61948724,4.891770958,-12.64648111,4.891770958,-12.55008124,4.891770958,-12.64142165,4.891770958,-12.67837472,4.891770958,-12.68813627,
4.89194097,-12.63332163,4.89194097,-12.62609234,4.89194097,-12.63830473,4.89194097,-12.59783044,4.89194097,-12.5601358,4.89194097,-12.53958989,4.89194097,-12.63990527,4.89194097,-12.66616107,
4.892110915,-12.54753104,4.892110915,-12.65744561,4.892110915,-12.62852677,4.892110915,-12.579925,4.892110915,-12.49614104,4.892110915,-12.51843577,4.892110915,-12.68458433,4.892110915,-12.64678685,
4.892280793,-12.5512275,4.892280793,-12.66333408,4.892280793,-12.56943117,4.892280793,-12.64553016,4.892280793,-12.5170154,4.892280793,-12.57563764,4.892280793,-12.73997545,4.892280793,-12.68489026,
4.892450605,-12.54573624,4.892450605,-12.56472683,4.892450605,-12.59026977,4.892450605,-12.64404145,4.892450605,-12.55874564,4.892450605,-12.68234103,4.892450605,-12.74840399,4.892450605,-12.67415402,
4.892620351,-12.58193759,4.892620351,-12.53724425,4.892620351,-12.60997352,4.892620351,-12.64354168,4.892620351,-12.54652922,4.892620351,-12.63220024,4.892620351,-12.69669927,4.892620351,-12.6852663,
4.89279003,-12.57043976,4.89279003,-12.58763971,4.89279003,-12.56457252,4.89279003,-12.65695157,4.89279003,-12.56747274,4.89279003,-12.64518763,4.89279003,-12.6323821,4.89279003,-12.73992421,
4.892959644,-12.5550191,4.892959644,-12.6204103,4.892959644,-12.66811865,4.892959644,-12.69367404,4.892959644,-12.64590135,4.892959644,-12.56958478,4.892959644,-12.61050316,4.892959644,-12.66141622,
4.89312919,-12.63104956,4.89312919,-12.58088099,4.89312919,-12.66000401,4.89312919,-12.57842014,4.89312919,-12.6761158,4.89312919,-12.55445434,4.89312919,-12.72539328,4.89312919,-12.61794744,
4.893298671,-12.57012488,4.893298671,-12.58589473,4.893298671,-12.61346137,4.893298671,-12.59449952,4.893298671,-12.52844604,4.893298671,-12.61214565,4.893298671,-12.67190494,4.893298671,-12.64079995,
4.893468086,-12.56350862,4.893468086,-12.64981329,4.893468086,-12.64735215,4.893468086,-12.61917522,4.893468086,-12.50325912,4.893468086,-12.61273629,4.893468086,-12.68108716,4.893468086,-12.68175033,
4.893637434,-12.61553553,4.893637434,-12.67853222,4.893637434,-12.70800217,4.893637434,-12.6261197,4.893637434,-12.55402342,4.893637434,-12.73900343,4.893637434,-12.68045346,4.893637434,-12.69986967,
4.893806717,-12.56764241,4.893806717,-12.56748966,4.893806717,-12.6551696,4.893806717,-12.74166085,4.893806717,-12.56556489,4.893806717,-12.62802095,4.893806717,-12.61136778,4.893806717,-12.67995368,
4.893975934,-12.53862841,4.893975934,-12.51066795,4.893975934,-12.59288837,4.893975934,-12.83417123,4.893975934,-12.55216905,4.893975934,-12.60976555,4.893975934,-12.65972234,4.893975934,-12.64462594,
4.894145084,-12.49365066,4.894145084,-12.61050699,4.894145084,-12.65279446,4.894145084,-12.79419253,4.894145084,-12.52195982,4.894145084,-12.55301169,4.894145084,-12.66597354,4.894145084,-12.6102808,
4.894314169,-12.50660077,4.894314169,-12.65391204,4.894314169,-12.58010511,4.894314169,-12.6950706,4.894314169,-12.54706826,4.894314169,-12.57105152,4.894314169,-12.67787992,4.894314169,-12.55873423,
4.894483188,-12.54692466,4.894483188,-12.61950421,4.894483188,-12.58433117,4.894483188,-12.65656605,4.894483188,-12.61395864,4.894483188,-12.59464417,4.894483188,-12.68879199,4.894483188,-12.58968029,
4.894652142,-12.58947928,4.894652142,-12.63494099,4.894652142,-12.59702534,4.894652142,-12.66165633,4.894652142,-12.63001716,4.894652142,-12.61659263,4.894652142,-12.59076415,4.894652142,-12.58593781,
4.894821029,-12.59228395,4.894821029,-12.6070272,4.894821029,-12.54165017,4.894821029,-12.64663839,4.894821029,-12.63117353,4.894821029,-12.6220304,4.894821029,-12.54289333,4.894821029,-12.66298199,
4.894989851,-12.58319734,4.894989851,-12.63914046,4.894989851,-12.58734286,4.894989851,-12.60202208,4.894989851,-12.63365266,4.894989851,-12.57856177,4.894989851,-12.62553322,4.894989851,-12.65594311,
4.895158608,-12.64683437,4.895158608,-12.58195192,4.895158608,-12.64483935,4.895158608,-12.66936448,4.895158608,-12.59767938,4.895158608,-12.57259589,4.895158608,-12.67178845,4.895158608,-12.59619692,
4.895327298,-12.54916376,4.895327298,-12.60563275,4.895327298,-12.56609993,4.895327298,-12.69808815,4.895327298,-12.62814648,4.895327298,-12.6193266,4.895327298,-12.63999244,4.895327298,-12.62090614,
4.895495924,-12.52068242,4.895495924,-12.60547886,4.895495924,-12.53031434,4.895495924,-12.67868213,4.895495924,-12.61097404,4.895495924,-12.65309576,4.895495924,-12.60240799,4.895495924,-12.61550708,
4.895664484,-12.57339798,4.895664484,-12.6254121,4.895664484,-12.6366188,4.895664484,-12.66305973,4.895664484,-12.55143076,4.895664484,-12.54783894,4.895664484,-12.66876379,4.895664484,-12.6111856,
4.895832978,-12.58783595,4.895832978,-12.60479289,4.895832978,-12.64868457,4.895832978,-12.6866738,4.895832978,-12.51246221,4.895832978,-12.6262963,4.895832978,-12.67846286,4.895832978,-12.62442675,
4.896001407,-12.58934372,4.896001407,-12.65326695,4.896001407,-12.56410274,4.896001407,-12.68932643,4.896001407,-12.55117593,4.896001407,-12.57452326,4.896001407,-12.67242729,4.896001407,-12.59920997,
4.896169771,-12.59409157,4.896169771,-12.64597004,4.896169771,-12.62707417,4.896169771,-12.65974536,4.896169771,-12.51129523,4.896169771,-12.61589935,4.896169771,-12.68556007,4.896169771,-12.62532927,
4.89633807,-12.59564279,4.89633807,-12.63675592,4.89633807,-12.65915167,4.89633807,-12.61997975,4.89633807,-12.55937899,4.89633807,-12.69316056,4.89633807,-12.63405604,4.89633807,-12.67681341,
4.896506303,-12.60933762,4.896506303,-12.68162723,4.896506303,-12.60027806,4.896506303,-12.66949492,4.896506303,-12.63504416,4.896506303,-12.68968262,4.896506303,-12.66995375,4.896506303,-12.71017455,
4.896674471,-12.58492923,4.896674471,-12.69072826,4.896674471,-12.63215032,4.896674471,-12.75897471,4.896674471,-12.55396573,4.896674471,-12.63268098,4.896674471,-12.68122575,4.896674471,-12.65888796,
4.896842574,-12.5980152,4.896842574,-12.64066278,4.896842574,-12.65220754,4.896842574,-12.74731993,4.896842574,-12.54954853,4.896842574,-12.63623512,4.896842574,-12.63398254,4.896842574,-12.59643841,
4.897010612,-12.60274966,4.897010612,-12.61037731,4.897010612,-12.63707569,4.897010612,-12.7429818,4.897010612,-12.59318847,4.897010612,-12.58302042,4.897010612,-12.65927581,4.897010612,-12.57153762,
4.897178586,-12.54427446,4.897178586,-12.673958,4.897178586,-12.67155899,4.897178586,-12.70525991,4.897178586,-12.60027137,4.897178586,-12.52244459,4.897178586,-12.65441447,4.897178586,-12.62549931,
4.897346494,-12.54919249,4.897346494,-12.57479541,4.897346494,-12.63448606,4.897346494,-12.64595508,4.897346494,-12.64668935,4.897346494,-12.60279279,4.897346494,-12.65486641,4.897346494,-12.64737013,
4.897514337,-12.58561835,4.897514337,-12.60415501,4.897514337,-12.59767693,4.897514337,-12.68387118,4.897514337,-12.64343528,4.897514337,-12.68540154,4.897514337,-12.57679012,4.897514337,-12.64940802,
4.897682115,-12.58337366,4.897682115,-12.63599834,4.897682115,-12.64607182,4.897682115,-12.6651234,4.897682115,-12.63808699,4.897682115,-12.67909567,4.897682115,-12.62265936,4.897682115,-12.64015038,
4.897849829,-12.59683609,4.897849829,-12.68155605,4.897849829,-12.65713353,4.897849829,-12.66555221,4.897849829,-12.49406923,4.897849829,-12.74738661,4.897849829,-12.67822727,4.897849829,-12.58594666,
4.898017478,-12.58875308,4.898017478,-12.65676745,4.898017478,-12.70579039,4.898017478,-12.70388428,4.898017478,-12.58763727,4.898017478,-12.71738689,4.898017478,-12.69808299,4.898017478,-12.62839137,
4.898185062,-12.49342363,4.898185062,-12.65446367,4.898185062,-12.63730958,4.898185062,-12.703914,4.898185062,-12.57449444,4.898185062,-12.63073609,4.898185062,-12.6536422,4.898185062,-12.58496843,
4.898352582,-12.49276118,4.898352582,-12.58500289,4.898352582,-12.67405964,4.898352582,-12.71665006,4.898352582,-12.53186748,4.898352582,-12.64308904,4.898352582,-12.61877301,4.898352582,-12.61938568,
4.898520037,-12.56957608,4.898520037,-12.6061121,4.898520037,-12.61977656,4.898520037,-12.6675627,4.898520037,-12.56933738,4.898520037,-12.71243313,4.898520037,-12.63798537,4.898520037,-12.66653451,
4.898687427,-12.60583848,4.898687427,-12.64924921,4.898687427,-12.59128636,4.898687427,-12.61651403,4.898687427,-12.53583317,4.898687427,-12.68547699,4.898687427,-12.62143606,4.898687427,-12.61293837,
4.898854753,-12.63220422,4.898854753,-12.65650255,4.898854753,-12.62769601,4.898854753,-12.62637524,4.898854753,-12.66480959,4.898854753,-12.61454053,4.898854753,-12.63521238,4.898854753,-12.5942238,
4.899022015,-12.57716965,4.899022015,-12.69208385,4.899022015,-12.64073713,4.899022015,-12.69899379,4.899022015,-12.66468866,4.899022015,-12.6311742,4.899022015,-12.73012819,4.899022015,-12.57331765,
4.899189212,-12.52214231,4.899189212,-12.72407085,4.899189212,-12.61221706,4.899189212,-12.71592836,4.899189212,-12.53855724,4.899189212,-12.59848218,4.899189212,-12.69728087,4.899189212,-12.60225664,
4.899356345,-12.61788105,4.899356345,-12.63140723,4.899356345,-12.58178142,4.899356345,-12.62590419,4.899356345,-12.52309737,4.899356345,-12.59431503,4.899356345,-12.65956773,4.899356345,-12.666187,
4.899523413,-12.56648059,4.899523413,-12.55943173,4.899523413,-12.57966405,4.899523413,-12.63879668,4.899523413,-12.55716922,4.899523413,-12.58405901,4.899523413,-12.66538583,4.899523413,-12.60536144,
4.899690417,-12.56023141,4.899690417,-12.56705094,4.899690417,-12.65369993,4.899690417,-12.65028491,4.899690417,-12.58744751,4.899690417,-12.59131739,4.899690417,-12.60807414,4.899690417,-12.59521621,
4.899857357,-12.55474145,4.899857357,-12.65239377,4.899857357,-12.63615748,4.899857357,-12.71253872,4.899857357,-12.6083105,4.899857357,-12.69141188,4.899857357,-12.62820276,4.899857357,-12.55011389,
4.900024233,-12.54964925,4.900024233,-12.69561774,4.900024233,-12.6557663,4.900024233,-12.72746346,4.900024233,-12.5709526,4.900024233,-12.70959846,4.900024233,-12.67522431,4.900024233,-12.62109634,
4.900191045,-12.58943392,4.900191045,-12.62884708,4.900191045,-12.68876409,4.900191045,-12.6803338,4.900191045,-12.59518915,4.900191045,-12.68196995,4.900191045,-12.71095612,4.900191045,-12.70844175,
4.900357793,-12.62724596,4.900357793,-12.60393078,4.900357793,-12.61005704,4.900357793,-12.63927561,4.900357793,-12.53724288,4.900357793,-12.59528271,4.900357793,-12.62725349,4.900357793,-12.66513075,
4.900524476,-12.61565231,4.900524476,-12.62755813,4.900524476,-12.57207917,4.900524476,-12.60351775,4.900524476,-12.60205095,4.900524476,-12.6161741,4.900524476,-12.62607711,4.900524476,-12.69504741,
4.900691096,-12.56351618,4.900691096,-12.66505011,4.900691096,-12.60336702,4.900691096,-12.60746673,4.900691096,-12.62009202,4.900691096,-12.60644774,4.900691096,-12.67994436,4.900691096,-12.69499127,
4.900857652,-12.55599006,4.900857652,-12.6488703,4.900857652,-12.63933247,4.900857652,-12.60937534,4.900857652,-12.56748224,4.900857652,-12.57790925,4.900857652,-12.62249633,4.900857652,-12.61670696,
4.901024144,-12.48790971,4.901024144,-12.52557654,4.901024144,-12.6012642,4.901024144,-12.60621153,4.901024144,-12.58176659,4.901024144,-12.64963174,4.901024144,-12.58684602,4.901024144,-12.61772243,
4.901190572,-12.48686068,4.901190572,-12.52694165,4.901190572,-12.62355171,4.901190572,-12.67642582,4.901190572,-12.55655781,4.901190572,-12.66061473,4.901190572,-12.61671818,4.901190572,-12.66916369,
4.901356937,-12.60576252,4.901356937,-12.59776423,4.901356937,-12.60944015,4.901356937,-12.7415201,4.901356937,-12.58688126,4.901356937,-12.59956736,4.901356937,-12.6987112,4.901356937,-12.62252543,
4.901523238,-12.60718231,4.901523238,-12.60608988,4.901523238,-12.58439924,4.901523238,-12.67634343,4.901523238,-12.58039518,4.901523238,-12.6057042,4.901523238,-12.72771381,4.901523238,-12.6255945,
4.901689475,-12.48060592,4.901689475,-12.63483489,4.901689475,-12.59462008,4.901689475,-12.67094175,4.901689475,-12.67129652,4.901689475,-12.54175986,4.901689475,-12.6159025,4.901689475,-12.57697924,
4.901855648,-12.51531144,4.901855648,-12.64894454,4.901855648,-12.60235415,4.901855648,-12.63387256,4.901855648,-12.60536766,4.901855648,-12.59575167,4.901855648,-12.6341679,4.901855648,-12.65453732,
4.902021758,-12.56750252,4.902021758,-12.64653751,4.902021758,-12.60918905,4.902021758,-12.62792761,4.902021758,-12.57440981,4.902021758,-12.60760922,4.902021758,-12.72291675,4.902021758,-12.69690627,
4.902187805,-12.56054836,4.902187805,-12.57949026,4.902187805,-12.64213042,4.902187805,-12.71282822,4.902187805,-12.66999174,4.902187805,-12.60685371,4.902187805,-12.70950201,4.902187805,-12.65325921,
